名稱,來源平台,提供機關,格式,資源數,授權,最後更新,ODPortal,原始網址,分級,資源總數,已探測資源,最大記錄數,檔案類欄位,實際型態,合併筆數,合併來源,分級未涵蓋新增資源
高雄市年底原住民人口數,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/9/5 下午 04:46:08,https://odportal.tw/dataset/_GIjyAXM,https://data.gov.tw/dataset/127021,真資料,1,1,12.0,,json,1,_GIjyAXM,False
臺南市各區區公所原住民服務窗口連絡電話,臺南市政府,臺南市政府原住民族事務委員會,CSV;JSON,4,OGDL-1.0,2025/12/23 下午 03:07:02,https://odportal.tw/dataset/_Jwv-u41,https://data.tainan.gov.tw/DataSet/Detail/b4052ac3-a8b1-4288-bb6a-dca371430f52,真資料,4,2,37.0,,text,1,_Jwv-u41,False
115年3月基隆市原住民人口按性別及族別,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/1 下午 04:08:46,https://odportal.tw/dataset/_c74ChWr,https://data.gov.tw/dataset/59131,真資料,1,1,98.0,,text,1,_c74ChWr,False
113年澎湖縣馬公市各里現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/8/7 下午 04:29:22,https://odportal.tw/dataset/_ikLF8R6,https://data.gov.tw/dataset/167636,失效,3,2,,,,1,_ikLF8R6,False
統計區原住民十歲年齡組人口統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/5/26 下午 04:20:38,https://odportal.tw/dataset/_ioL5whz,https://data.gov.tw/dataset/18657,真資料,44,2,571.0,,xml,1,_ioL5whz,False
臺北市政府原住民族事務委員會職業訓練生活津貼差額補助及學費材料費補助年度申請統計,臺北市政府,原民會,CSV,1,,2026/6/17 上午 10:07:59,https://odportal.tw/dataset/a10QNhxk,https://data.taipei/dataset/detail?id=6bb50140-afdd-4882-bb90-fff17a2a7dfc,網址無效,1,1,,,,1,a10QNhxk,False
原住民族文化元素與部落資源運用情形-按縣市別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:37:28,https://odportal.tw/dataset/a5DUY8sh,https://data.gov.tw/dataset/174313,真資料,3,2,42.0,,json;text,1,a5DUY8sh,False
資賦優異類原住民子女統計-按族群,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/5/14 下午 02:45:06,https://odportal.tw/dataset/a66BK2Hm,https://data.gov.tw/dataset/157979,真資料,1,1,22.0,,text,1,a66BK2Hm,False
新北市各區區公所原住民服務窗口,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/1 上午 11:40:47,https://odportal.tw/dataset/aCWzEqLk,https://data.gov.tw/dataset/124888,真資料,1,1,29.0,,text,1,aCWzEqLk,False
澎湖縣馬公市110年各里住人口數按性別及原住民身分分,政府開放資料平臺;澎湖縣政府,馬公戶政事務所,CSV;JSON;XML,3,OGDL-1.0,2026/7/3 上午 12:02:46,https://odportal.tw/dataset/n-e2Sd9H,http://opendata.penghu.gov.tw/dataset/utq6001-2021-02-04-1612400617,真資料,3,2,1224.0,,json;text,2,adzFaPJ6;n-e2Sd9H,False
臺南市原住民文化表演團體,政府開放資料平臺,,CSV;JSON,2,OGDL-1.0,2025/12/23 下午 02:15:36,https://odportal.tw/dataset/afsnExQi,https://data.gov.tw/dataset/143199,真資料,2,2,3.0,,json;text,1,afsnExQi,False
原住民族經濟戶長目前投資情形依性別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/11 下午 05:01:28,https://odportal.tw/dataset/agdMoyB_,https://data.gov.tw/dataset/145224,真資料,3,2,2.0,,json;text,1,agdMoyB_,False
直轄市原住民區區長辦公位址轉換點位圖,政府開放資料平臺,,API;CSV,2,OGDL-1.0,2025/12/4 下午 06:13:36,https://odportal.tw/dataset/apMbttq7,https://data.gov.tw/dataset/73241,真資料,2,2,6.0,,text,1,apMbttq7,False
15歲以上現住原住民人口數按性別、原住民身分及教育程度分,政府開放資料平臺,,CSV;JSON,11,OGDL-1.0,2026/3/6 下午 12:51:01,https://odportal.tw/dataset/azwsWhgS,https://data.gov.tw/dataset/32942,真資料,11,2,3199.0,,json;text,1,azwsWhgS,False
原住民族委員會單位預算補助地方政府,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 01:41:39,https://odportal.tw/dataset/azzrXbxu,https://data.gov.tw/dataset/137796,連結殼,3,2,22.0,檔案pdf,json;text,1,azzrXbxu,False
55個原住民族鄉鎮市區,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/26 下午 03:39:01,https://odportal.tw/dataset/b-xyU8mb,https://data.gov.tw/dataset/163124,連結殼,3,2,55.0,網址,json;text,1,b-xyU8mb,False
彰化縣各鄉鎮市現住原住民人口數按性別、原住民身分及族別分統計表,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/8/6 下午 02:19:42,https://odportal.tw/dataset/b7pt4XL-,https://data.gov.tw/dataset/33605,真資料,1,1,104.0,,text,1,b7pt4XL-,False
原民會補助原住民保險費分布,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/16 下午 01:40:38,https://odportal.tw/dataset/bFynZeHP,https://data.gov.tw/dataset/26773,真資料,1,1,4626.0,,text,1,bFynZeHP,False
台閩原住民族人口-按原民身分別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/21 下午 03:59:06,https://odportal.tw/dataset/bIWq4DvU,https://data.gov.tw/dataset/145935,真資料,3,2,104.0,,json;text,1,bIWq4DvU,False
112年現住原住民人口數按性別、原住民身分及族別分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/bIpn8_-I,https://data.tainan.gov.tw/DataSet/Detail/486e4d92-0345-4bb1-b619-dbc5198f95f8,真資料,24,2,342.0,,html;text,1,bIpn8_-I,False
連江縣國民中學原住民學生數－族別,政府開放資料平臺,,PDF,1,OGDL-1.0,2021/12/8 下午 02:15:11,https://odportal.tw/dataset/bQybCuWZ,https://data.gov.tw/dataset/146857,二進位,1,1,,,pdf,1,bQybCuWZ,False
原住民族委員會原住民廠商得標採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:02:11,https://odportal.tw/dataset/bVXs7TJc,https://data.gov.tw/dataset/129531,真資料,3,2,86.0,,json;text,1,bVXs7TJc,False
臺灣原住民族圖書資訊中心典藏書目總數,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:49:25,https://odportal.tw/dataset/bdyzSflw,https://data.gov.tw/dataset/137719,真資料,3,2,5.0,,json;text,1,bdyzSflw,False
臺北市原民會族語學習教室,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/12 下午 03:35:57,https://odportal.tw/dataset/bjUPvnrX,https://data.gov.tw/dataset/134933,真資料,1,1,6.0,,text,1,bjUPvnrX,False
109年現住原住民人口數按性別、年齡及原住民身分分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/bpfFYdeX,https://data.tainan.gov.tw/DataSet/Detail/8e54cb3e-f76b-4f71-812a-cce4fd7278d5,真資料,24,2,344.0,,html;text,1,bpfFYdeX,False
原住民保留地權利回復-所有權-成果筆數及面積,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:55:39,https://odportal.tw/dataset/bv-Z0PFv,https://data.gov.tw/dataset/156630,真資料,3,2,8.0,,json;text,1,bv-Z0PFv,False
109年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,CSV;JSON,12,OGDL-1.0,2025/12/30 下午 02:33:20,https://odportal.tw/dataset/cFkadbf0,https://data.gov.tw/dataset/120042,真資料,12,2,344.0,,json;text,1,cFkadbf0,False
宜居建設計畫-提升部落居住環境品質核定明細-設計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:25:11,https://odportal.tw/dataset/cLytMD9W,https://data.gov.tw/dataset/157648,真資料,3,2,44.0,,json;text,1,cLytMD9W,False
嘉義縣各鄉鎮市原住民族群人口統計,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/1 下午 02:09:01,https://odportal.tw/dataset/cOIXZmmJ,https://data.gov.tw/dataset/122668,失效,1,1,,,,1,cOIXZmmJ,False
原住民族家庭經濟戶長對原住民綜合發展基金貸款需求依教育程度,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:46:54,https://odportal.tw/dataset/cainDWU4,https://data.gov.tw/dataset/145197,真資料,3,2,5.0,,json;text,1,cainDWU4,False
推動原住民多元產業發展2.0計畫-部落產業升級三年推動計畫核定列表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:55:05,https://odportal.tw/dataset/chVzXL3P,https://data.gov.tw/dataset/161513,真資料,3,2,25.0,,json;text,1,chVzXL3P,False
新竹縣原住民部落文化健康站,政府開放資料平臺,,CSV;JSON;XLSX;XML,4,OGDL-1.0,2024/10/14 下午 03:46:01,https://odportal.tw/dataset/cvZEBRaV,https://data.gov.tw/dataset/130809,真資料,4,2,25.0,,json;zip,1,cvZEBRaV,False
10730-05-17-2 臺中市原住民身心障礙者之年齡分配,政府開放資料平臺;臺中市政府,臺中市政府社會局,CSV;JSON;XML,69,OGDL-1.0,2026/8/7 上午 01:29:25,https://odportal.tw/dataset/pEX7Nza3,https://opendata.taichung.gov.tw/search/51f04a47-b9d5-4c25-9c89-d18667d8163d,空資料,69,4,0.0,,json,2,cwEYoCiK;pEX7Nza3,False
臺北市政府原住民族事務委員會職業訓練生活津貼差額補助及學費材料費補助年度申請統計,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/17 上午 10:08:00,https://odportal.tw/dataset/d-RTI5VI,https://data.gov.tw/dataset/134666,真資料,1,1,14.0,,text,1,d-RTI5VI,False
臺北市各級學校原住民學生數,臺北市政府,教育局,CSV,1,,2025/6/13 下午 04:30:47,https://odportal.tw/dataset/dOPtVLhK,https://data.taipei/dataset/detail?id=9102bdb0-9863-42df-a59c-6fb5806f2935,網址無效,1,1,,,,1,dOPtVLhK,False
112年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,CSV;JSON,12,OGDL-1.0,2025/8/19 下午 03:21:19,https://odportal.tw/dataset/dTSnHZwM,https://data.gov.tw/dataset/161424,真資料,12,2,342.0,,json;text,1,dTSnHZwM,False
臺南市國民小學原住民學生數,政府開放資料平臺,,CSV;JSON,8,OGDL-1.0,2026/7/3 上午 10:05:37,https://odportal.tw/dataset/dVHw7-Fu,https://data.gov.tw/dataset/152468,真資料,8,2,17.0,,json;text,1,dVHw7-Fu,False
屏東縣原住民家庭服務中心名冊,政府開放資料平臺,,CSV,2,OGDL-1.0,2023/8/31 下午 11:26:06,https://odportal.tw/dataset/dZBoN_Xg,https://data.gov.tw/dataset/90584,真資料,2,2,8.0,,text,1,dZBoN_Xg,False
中老年慢性病宣導教材原住民語翻譯稿件(阿美族),政府開放資料平臺,,PDF,1,OGDL-1.0,2026/4/13 上午 10:50:56,https://odportal.tw/dataset/dbhdsVl1,https://data.gov.tw/dataset/177389,二進位,1,1,,,pdf,1,dbhdsVl1,False
原住民族委員會單位預算表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:16:22,https://odportal.tw/dataset/dcDJCXpG,https://data.gov.tw/dataset/112721,連結殼,3,2,12.0,檔案pdf,json;text,1,dcDJCXpG,False
10730-05-16-2 臺中市原住民身心障礙人數,政府開放資料平臺;臺中市政府,臺中市政府社會局,CSV;JSON;XML,6,OGDL-1.0,2026/8/7 下午 01:48:30,https://odportal.tw/dataset/fWOUyZvR,https://opendata.taichung.gov.tw/search/f87299e5-f1dd-4923-a1d6-41508189d787,真資料,6,3,392.0,,json;xml,2,dcTZzm6b;fWOUyZvR,False
全國原住民族任公務人員人數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/30 下午 05:00:07,https://odportal.tw/dataset/dcloSD5h,https://data.gov.tw/dataset/166479,真資料,1,1,332.0,,text,1,dcloSD5h,False
統計區原住民15歲以上人口十歲年齡組教育程度人口統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/5/26 下午 04:35:05,https://odportal.tw/dataset/dyqsJ0lr,https://data.gov.tw/dataset/18670,真資料,44,2,96.0,,xml,1,dyqsJ0lr,False
臺北市原住民福利人數資料統計表含原住民人口數,政府開放資料平臺,,CSV,10,OGDL-1.0,2026/2/11 上午 10:59:36,https://odportal.tw/dataset/e1nny0mM,https://data.gov.tw/dataset/134630,真資料,10,2,72.0,,text,1,e1nny0mM,False
原住民族家庭總收入分析－依行政區域及統計區域分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:57:07,https://odportal.tw/dataset/e7PCVVyN,https://data.gov.tw/dataset/91817,真資料,3,2,25.0,,json;text,1,e7PCVVyN,False
原住民族概況,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/11/28 下午 03:01:47,https://odportal.tw/dataset/egytcg1o,https://data.gov.tw/dataset/123594,真資料,1,1,19.0,,text,1,egytcg1o,False
新北市各區原住民人數統計表,新北市政府,新北市政府原住民族行政局/秘書室,XLS,1,OGDL-1.0,2025/12/1 上午 11:40:02,https://odportal.tw/dataset/ek-RvS7Y,https://data.ntpc.gov.tw/datasets/0de9326d-22ed-4ac7-8491-65bec2758af9,HTML殼,1,1,,,html,1,ek-RvS7Y,False
原住民族語直播共學參與學校一覽表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/26 下午 03:38:42,https://odportal.tw/dataset/ex1A4Fqi,https://data.gov.tw/dataset/156599,真資料,3,2,882.0,,json;text,1,ex1A4Fqi,False
統計區原住民十歲年齡組性別人口統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/5/26 下午 04:13:24,https://odportal.tw/dataset/eyLQQTP9,https://data.gov.tw/dataset/18665,真資料,44,2,283.0,,xml,1,eyLQQTP9,False
115年現住人口數按性別及原住民身分分,臺南市政府,臺南市政府民政局,CSV;JSON,2,OGDL-1.0,2026/7/13 上午 11:32:35,https://odportal.tw/dataset/f0DqliB4,https://data.tainan.gov.tw/DataSet/Detail/46ea52f9-809f-4307-a5d3-1670019c18da,真資料,2,2,114.0,,html;text,1,f0DqliB4,False
桃園市原住民族公共服務資源,政府開放資料平臺;桃園市政府,原住民族行政局,CSV,1,OGDL-1.0,2026/7/3 上午 10:10:30,https://odportal.tw/dataset/f3B_hvsj,https://opendata.tycg.gov.tw/datalist/5eb99b91-2361-46af-bbd9-4070ecca1d88,真資料,1,1,12.0,,text,2,f3B_hvsj;q9w43_aP,False
高雄市原住民人數,高雄市政府,主計處,,0,OGDL-1.0,2025/6/30 下午 09:05:54,https://odportal.tw/dataset/fIuMs6ni,https://data.kcg.gov.tw/DataSet/Detail/2c8d1a61-a494-4324-9aa6-36c657ccbbe8,無資源,0,0,,,,1,fIuMs6ni,False
澎湖縣馬公市108年各里現住人口數按性別及原住民身分分,政府開放資料平臺;澎湖縣政府,馬公戶政事務所,CSV;JSON;XML,3,OGDL-1.0,2026/7/18 上午 12:01:11,https://odportal.tw/dataset/fJbFoTUc,http://opendata.penghu.gov.tw/dataset/pwq7407-2019-02-13-1550040102,真資料,3,2,1224.0,,json;text,2,fJbFoTUc;iYaVyJFI,False
10411-01-43-2 臺中市特殊教育學校原住民學生數,政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,21,OGDL-1.0,2026/8/10 下午 09:55:53,https://odportal.tw/dataset/h2g2WUEm,https://opendata.taichung.gov.tw/search/787f4d48-3bed-484c-b4f5-14c73719ade9,真資料,21,3,136.0,,json,2,fJg0vLbU;h2g2WUEm,True
原住民族委員會檔案應用申請列表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:53:39,https://odportal.tw/dataset/fNNcZDxC,https://data.gov.tw/dataset/79941,真資料,3,2,15.0,,json;text,1,fNNcZDxC,False
臺北市政府依法進用原住民概況,政府開放資料平臺,,CSV;ODS,3,OGDL-1.0,2026/6/24 下午 03:07:12,https://odportal.tw/dataset/fQY9cqf7,https://data.gov.tw/dataset/130374,真資料,3,2,7.0,,text,1,fQY9cqf7,False
原住民族部落位置GIS點位表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/26 下午 03:38:54,https://odportal.tw/dataset/fX7GYjeD,https://data.gov.tw/dataset/156632,真資料,3,2,739.0,,json;text,1,fX7GYjeD,False
原住民族部落活力計畫執行成果簡表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:51:54,https://odportal.tw/dataset/faa6XT_7,https://data.gov.tw/dataset/138902,真資料,3,2,7.0,,json;text,1,faa6XT_7,False
現住原住民族戶口數(民國101年以後),新北市政府,新北市政府主計處/公務統計科,XLSX,1,OGDL-1.0,2025/12/8 下午 01:51:18,https://odportal.tw/dataset/feaRbH_M,https://data.ntpc.gov.tw/datasets/65cee188-8683-41db-887c-785caea81ea2,HTML殼,1,1,,,html,1,feaRbH_M,False
各級學校原住民學生人數結構,政府開放資料平臺,,CSV;JSON,6,OGDL-1.0,2026/5/7 上午 11:42:38,https://odportal.tw/dataset/fv5vROaI,https://data.gov.tw/dataset/33508,真資料,6,2,132.0,,text,1,fv5vROaI,False
臺北市原住民學前教育及兒童托育補助情形,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/2/11 上午 10:59:44,https://odportal.tw/dataset/fy3VU9lk,https://data.gov.tw/dataset/134657,真資料,1,1,22.0,,text,1,fy3VU9lk,False
原住民族歲時祭儀放假日期,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:01:21,https://odportal.tw/dataset/g0e75_if,https://data.gov.tw/dataset/164651,真資料,3,2,66.0,,json;text,1,g0e75_if,False
臺北市原住民年齡分配,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/3/18 上午 09:31:36,https://odportal.tw/dataset/g98twP47,https://data.gov.tw/dataset/132222,真資料,1,1,57.0,,text,1,g98twP47,False
臺南市原住民族綜合發展基金貸款統計,臺南市政府,臺南市政府原住民族事務委員會,CSV;JSON,2,OGDL-1.0,2026/7/23 下午 03:25:03,https://odportal.tw/dataset/gLl_wFM6,https://data.tainan.gov.tw/DataSet/Detail/03cbe9b6-a35b-4960-900f-391f607d6036,真資料,2,2,1.0,,html;text,1,gLl_wFM6,False
臺北市原住民年齡分配,臺北市政府,主計處,CSV,1,,2026/3/18 上午 09:31:35,https://odportal.tw/dataset/gT1oCJwy,https://data.taipei/dataset/detail?id=2a4abdc6-55cd-40e2-b5bb-180d137b640e,網址無效,1,1,,,,1,gT1oCJwy,False
原住民族委員會查核金額採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:56:25,https://odportal.tw/dataset/gcULTWn1,https://data.gov.tw/dataset/129530,真資料,3,2,19.0,,json;text,1,gcULTWn1,False
桃園市原住民族學生清寒獎助金及優秀獎學金獎勵情形,政府開放資料平臺;桃園市政府,原住民族行政局,CSV,1,OGDL-1.0,2026/7/28 上午 11:46:38,https://odportal.tw/dataset/kRJ69HDN,https://opendata.tycg.gov.tw/datalist/26f55a84-9f8e-4aed-8fce-636955bcbc65,真資料,1,1,4.0,,text,2,gjn2AtS8;kRJ69HDN,False
原住民族經濟戶長年齡分布－按區域分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:59:35,https://odportal.tw/dataset/goOFYChu,https://data.gov.tw/dataset/91820,真資料,3,2,15.0,,json;text,1,goOFYChu,False
臺北市原住民家庭服務中心,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/17 上午 11:57:25,https://odportal.tw/dataset/gp6Xva67,https://data.gov.tw/dataset/134633,真資料,1,1,6.0,,text,1,gp6Xva67,False
高雄市現住原住民婚姻狀況,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/6/30 下午 09:45:50,https://odportal.tw/dataset/gyt3oe1N,https://data.gov.tw/dataset/155833,真資料,1,1,14.0,,json,1,gyt3oe1N,False
原住民保留地都市土地使用分區統計表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:12:50,https://odportal.tw/dataset/h-QzsCtk,https://data.gov.tw/dataset/170606,真資料,3,2,1248.0,,json;text,1,h-QzsCtk,False
新竹縣各鄉鎮市現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,CSV;XLSX;XML,3,OGDL-1.0,2025/9/21 下午 07:20:21,https://odportal.tw/dataset/hAewinSJ,https://data.gov.tw/dataset/109370,真資料,3,2,126.0,,xml;zip,1,hAewinSJ,False
台灣原住民族文化園區文化體驗時間表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:55:20,https://odportal.tw/dataset/hHCey2Y4,https://data.gov.tw/dataset/10076,真資料,3,2,22.0,URL,json;text,1,hHCey2Y4,False
原住民族就業者從事非典型就業工作的原因-按工作狀況分-108年前,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:10:23,https://odportal.tw/dataset/hf4VkRE0,https://data.gov.tw/dataset/161542,真資料,3,2,146.0,,json;text,1,hf4VkRE0,False
公益彩券回饋金指標型計畫–推動原住民族環境友善農業多態模式加值推廣計畫核定名單,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:47:43,https://odportal.tw/dataset/hfHa1sVJ,https://data.gov.tw/dataset/157701,真資料,3,2,23.0,,json;text,1,hfHa1sVJ,False
原住民且身心障礙退除役官兵人數按年齡及性別分,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/5/27 下午 03:06:34,https://odportal.tw/dataset/hhQT9lvb,https://data.gov.tw/dataset/172157,真資料,1,1,84.0,,text,1,hhQT9lvb,False
原住民族綜合發展基金會計月報,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:16:43,https://odportal.tw/dataset/hliA4Nwk,https://data.gov.tw/dataset/137691,連結殼,3,2,142.0,檔案下載,json;text,1,hliA4Nwk,False
原住民保留地範圍資訊,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:45:19,https://odportal.tw/dataset/hsKdAqS4,https://data.gov.tw/dataset/33685,真資料,3,2,4.0,,json;text,1,hsKdAqS4,False
