名稱,來源平台,提供機關,格式,資源數,授權,最後更新,ODPortal,原始網址,分級,資源總數,已探測資源,與其他資料集共用資源,最大記錄數,檔案類欄位,實際型態
10122-00-04-2 臺中市各區 現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON;CSV;XML,141,OGDL-1.0,2026/7/6 上午 03:04:40,https://odportal.tw/dataset/4mY7XkgB,https://data.gov.tw/dataset/88805,真資料,141,3,wO-n7TA1,232,,json
10122-00-05-2 臺中市各區 現住原住民戶數、人口數按戶別及性別分,政府開放資料平臺,,JSON,6,OGDL-1.0,2026/6/18 下午 05:34:00,https://odportal.tw/dataset/vGubjXKt,https://data.gov.tw/dataset/88806,真資料,6,2,7TaZFJ4I,522,,json
10122-00-06-2 臺中市各區 現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV;XML,138,OGDL-1.0,2026/7/6 上午 03:04:36,https://odportal.tw/dataset/HaK9uIP5,https://data.gov.tw/dataset/88807,真資料,138,3,f9fY54rn,558,,json
10122-00-07-2 臺中市各區 現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;XML;CSV,138,OGDL-1.0,2026/6/18 下午 06:00:18,https://odportal.tw/dataset/n6V1cdPm,https://data.gov.tw/dataset/88808,真資料,138,4,l68rFnIy,556,,json
10122-00-08-2 臺中市各區 十五歲以上現住原住民人口數按性別、年齡、原住民身分及教育程度分,政府開放資料平臺,,JSON,9,OGDL-1.0,2026/6/21 上午 04:03:41,https://odportal.tw/dataset/I7pcln5i,https://data.gov.tw/dataset/88977,真資料,9,3,1rewJsjX,495,,json
10411-01-38-2 臺中市高級中等學校原住民學生數-普通科,政府開放資料平臺,,JSON;CSV,15,OGDL-1.0,2026/6/22 上午 12:38:17,https://odportal.tw/dataset/UJhS6ioJ,https://data.gov.tw/dataset/89993,真資料,15,3,8AvsFz-B,136,,json
10411-01-39-2 臺中市高級中等學校原住民學生數-專業群科(職業科),政府開放資料平臺,,JSON;CSV,15,OGDL-1.0,2026/6/22 上午 12:26:27,https://odportal.tw/dataset/Dspn8Hom,https://data.gov.tw/dataset/103076,真資料,15,3,Mgpk0B_m,270,,json
10411-01-40-2 臺中市高級中等學校原住民學生數-綜合高中,政府開放資料平臺,,JSON;CSV,15,OGDL-1.0,2026/6/21 下午 11:57:05,https://odportal.tw/dataset/gJCI5_k1,https://data.gov.tw/dataset/103077,真資料,15,3,LrabuTLx,170,,json
10411-01-41-2 臺中市高級中等學校原住民學生數-實用技能學程,政府開放資料平臺,,JSON;XML;CSV,15,OGDL-1.0,2026/6/22 上午 12:26:32,https://odportal.tw/dataset/MVnt9C78,https://data.gov.tw/dataset/103078,真資料,15,3,_i1Ttt_6,136,,json
10411-01-42-2 臺中市高級中等學校原住民學生數-進修部(學校),政府開放資料平臺,,JSON;CSV,15,OGDL-1.0,2026/6/22 上午 12:38:27,https://odportal.tw/dataset/wlj03GYg,https://data.gov.tw/dataset/90002,真資料,15,3,vh_8Sdwi,170,,json
10411-01-43-2 臺中市特殊教育學校原住民學生數,政府開放資料平臺,,JSON;XML;CSV,15,OGDL-1.0,2026/6/22 上午 12:38:25,https://odportal.tw/dataset/fJg0vLbU,https://data.gov.tw/dataset/90003,真資料,15,3,h2g2WUEm,136,,json
10411-01-44-2 臺中市國中原住民學生統計,政府開放資料平臺,,JSON;CSV,18,OGDL-1.0,2026/6/21 下午 10:52:09,https://odportal.tw/dataset/9gto0LSI,https://data.gov.tw/dataset/103079,真資料,18,3,-XkRl6Hu,102,,json
10411-01-45-2 臺中市國小原住民學生統計,政府開放資料平臺,,JSON;CSV,15,OGDL-1.0,2026/6/21 下午 10:52:30,https://odportal.tw/dataset/_4eov1Vf,https://data.gov.tw/dataset/90006,真資料,15,3,E-cBbfmQ,238,,json
10411-01-46-2 臺中市國民中學補習學校原住民學生數,政府開放資料平臺,,JSON,12,OGDL-1.0,2026/6/21 上午 04:24:27,https://odportal.tw/dataset/iaFmAtJ-,https://data.gov.tw/dataset/103080,真資料,12,3,3PKPmmEV,136,,json
10411-01-47-2 臺中市國民小學補習學校原住民學生數,政府開放資料平臺,,JSON,12,OGDL-1.0,2026/6/21 上午 04:24:13,https://odportal.tw/dataset/qGgh9SeJ,https://data.gov.tw/dataset/103081,真資料,12,3,ZAJp88-2,102,,json
10414-00-02-2 臺中市高級中等學校原住民應屆畢業生升學就業概況,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2026/6/22 上午 12:38:29,https://odportal.tw/dataset/s_jGzlzC,https://data.gov.tw/dataset/90029,真資料,12,3,kkP8W3lp,340,,json
10420-01-06-2 臺中市高級中等學校原住民教師數,政府開放資料平臺,,JSON;CSV;XML,15,OGDL-1.0,2026/3/18 下午 04:54:00,https://odportal.tw/dataset/h1yeyxre,https://data.gov.tw/dataset/90035,真資料,15,4,TV-ftkS-,102,,json
10420-01-07-2 臺中市特殊教育學校原住民教師數,政府開放資料平臺,,JSON;CSV;XML,15,OGDL-1.0,2026/3/18 下午 04:54:46,https://odportal.tw/dataset/lOctYo-s,https://data.gov.tw/dataset/90123,真資料,15,5,Px8zFlK_,102,,json
10420-01-08-2 臺中市國民中學原住民教師數,政府開放資料平臺,,JSON;CSV;XML,12,OGDL-1.0,2026/3/18 下午 04:52:58,https://odportal.tw/dataset/9_m1XqiD,https://data.gov.tw/dataset/90124,真資料,12,4,E9nEhdmf,102,,json
10420-01-09-2 臺中市國民小學原住民教師數,政府開放資料平臺,,JSON;CSV;XML,12,OGDL-1.0,2026/3/18 下午 04:56:03,https://odportal.tw/dataset/Tlk_4GfA,https://data.gov.tw/dataset/90125,真資料,12,4,0iXY4c7W,102,,json
105年外交、民航、國際經濟商務特考第一試及原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/25 上午 10:51:36,https://odportal.tw/dataset/O4mIYu9A,https://data.gov.tw/dataset/164988,二進位,1,1,,,,zip
106年外交、民航人員(第二試)、原住民族考試(第三試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/25 上午 09:28:36,https://odportal.tw/dataset/H5fj2YR3,https://data.gov.tw/dataset/164848,二進位,1,1,,,,zip
10720-01-02-2 臺中市原住民低收入戶數及人數,政府開放資料平臺,,CSV;XML;JSON,3,OGDL-1.0,2026/6/26 下午 04:49:12,https://odportal.tw/dataset/3W0LLUri,https://data.gov.tw/dataset/177580,真資料,3,2,VeuTwgUo,12,,json;text
10730-05-16-2 臺中市原住民身心障礙人數,政府開放資料平臺,,XML;CSV;JSON,6,OGDL-1.0,2026/6/29 上午 10:36:24,https://odportal.tw/dataset/dcTZzm6b,https://data.gov.tw/dataset/105750,真資料,6,3,fWOUyZvR,392,,json;xml
10730-05-16-2 臺中市原住民身心障礙者人數,政府開放資料平臺,,XML;CSV;JSON,24,OGDL-1.0,2026/7/14 下午 01:41:32,https://odportal.tw/dataset/X5SI0HW3,https://data.gov.tw/dataset/98628,真資料,24,3,kdsqu0Os,776,,json;text;xml
10730-05-17-2 臺中市原住民身心障礙者之年齡分配,政府開放資料平臺,,XML;CSV;JSON,27,OGDL-1.0,2026/3/18 下午 04:33:06,https://odportal.tw/dataset/cwEYoCiK,https://data.gov.tw/dataset/98629,空資料,27,3,pEX7Nza3,0,,json
10730-05-18-2 臺中市原住民身心障礙者致殘成因,政府開放資料平臺,,XML;CSV;JSON,21,OGDL-1.0,2026/3/18 下午 04:33:05,https://odportal.tw/dataset/Gp9frIjx,https://data.gov.tw/dataset/98622,真資料,21,4,SqBQtytm,393,,json;xml
10730-05-18-2 臺中市原住民身心障礙者障礙成因,政府開放資料平臺,,XML;CSV;JSON,6,OGDL-1.0,2026/6/26 下午 06:15:24,https://odportal.tw/dataset/WhK8aZSs,https://data.gov.tw/dataset/118595,真資料,6,2,Gh_Tu0aM,504,,text;xml
10730-09-01-2 臺中市原住民權益及福利宣導統計,政府開放資料平臺,,JSON;CSV;XML,183,OGDL-1.0,2026/6/21 下午 11:56:43,https://odportal.tw/dataset/x6AckSb-,https://data.gov.tw/dataset/87814,真資料,183,4,2MmXeofZ,9,,json
10730-09-02-2 臺中市原住民住宅輔導業務統計,政府開放資料平臺,,JSON;XML;CSV,21,OGDL-1.0,2026/6/21 下午 10:36:39,https://odportal.tw/dataset/pw4iNZz3,https://data.gov.tw/dataset/87816,真資料,21,2,EDGIcgh8,29,,json
10730-09-03-2 臺中市原住民急難救助統計,政府開放資料平臺,,JSON;CSV,57,OGDL-1.0,2026/6/22 下午 08:55:45,https://odportal.tw/dataset/lD4syRZP,https://data.gov.tw/dataset/94126,真資料,57,4,RduWmiiy,56,,json
10730-09-04-2 臺中市原住民低收入戶及身心障礙者統計,政府開放資料平臺,,JSON,12,OGDL-1.0,2026/6/21 下午 01:46:41,https://odportal.tw/dataset/npdIY_gz,https://data.gov.tw/dataset/114757,真資料,12,3,6XjqAsIF,203,,json
10730-09-05-2 臺中市原住民家庭暴力及性侵害統計,政府開放資料平臺,,JSON;CSV;XML,57,OGDL-1.0,2026/6/22 下午 08:55:46,https://odportal.tw/dataset/mCMGwNrg,https://data.gov.tw/dataset/87826,真資料,57,3,SYH5Waoo,12,,json
107年外交、國際經濟商務及民航人員考試(第一試)、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/22 下午 04:32:02,https://odportal.tw/dataset/uJ9VyWKP,https://data.gov.tw/dataset/164834,二進位,1,1,,,,zip
107年直轄市山地原住民區民代表政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,1,OGDL-1.0,2022/5/5 上午 09:02:52,https://odportal.tw/dataset/D70VufqY,https://data.gov.tw/dataset/128949,二進位,1,1,,,,zip
107年直轄市山地原住民區長政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,4,OGDL-1.0,2022/5/5 上午 09:02:45,https://odportal.tw/dataset/mw8sWc8M,https://data.gov.tw/dataset/128950,二進位,4,2,,,,zip
107年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON,12,OGDL-1.0,2025/5/29 下午 07:17:06,https://odportal.tw/dataset/A3Kzj4Mn,https://data.gov.tw/dataset/111959,真資料,12,2,,114,,json
107年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/12/30 下午 12:07:37,https://odportal.tw/dataset/3yKNPf-T,https://data.gov.tw/dataset/111858,真資料,12,2,,344,,json;text
107年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/8/19 下午 02:24:19,https://odportal.tw/dataset/6Qvd0VwA,https://data.gov.tw/dataset/111859,真資料,12,2,,342,,json;text
108年3月至108年12月法務部及所屬機關原住民人員進用情形表,政府開放資料平臺,,JSON,1,OGDL-1.0,2024/7/1 下午 04:44:07,https://odportal.tw/dataset/ndHbwtX1,https://data.gov.tw/dataset/132651,失效,1,1,,,,json
108年外交、民航、稅務人員及原住民族考試(第一試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/22 上午 11:20:47,https://odportal.tw/dataset/k__Sd6Qp,https://data.gov.tw/dataset/164820,二進位,1,1,,,,zip
108年原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/22 上午 11:19:34,https://odportal.tw/dataset/8osh6fRu,https://data.gov.tw/dataset/164821,二進位,1,1,,,,zip
108年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,12,OGDL-1.0,2025/6/10 上午 10:57:53,https://odportal.tw/dataset/qqYOh5BN,https://data.gov.tw/dataset/85868,真資料,12,2,,114,,json;text
108年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/12/30 下午 02:18:02,https://odportal.tw/dataset/ZxbXHIjC,https://data.gov.tw/dataset/85867,真資料,12,2,,344,,json;text
108年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/8/19 下午 02:31:18,https://odportal.tw/dataset/W0vdWdRO,https://data.gov.tw/dataset/85862,真資料,12,2,,342,,json;text
109年3月法務部及所屬機關原住民人員進用情形表,政府開放資料平臺,,JSON,1,OGDL-1.0,2024/7/1 下午 04:38:21,https://odportal.tw/dataset/H_awOxt-,https://data.gov.tw/dataset/132642,失效,1,1,,,,json
109年外交、國際經濟商務、民航人員及原住民族考試(第一試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/21 上午 10:38:28,https://odportal.tw/dataset/DzEmmfs8,https://data.gov.tw/dataset/164795,二進位,1,1,,,,zip
109年度宜蘭縣原住民族家庭服務中心,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/18 上午 01:07:22,https://odportal.tw/dataset/2QEwp92Y,https://data.gov.tw/dataset/134454,失效,1,1,,,,
109年原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/21 上午 10:37:10,https://odportal.tw/dataset/zO3eYNes,https://data.gov.tw/dataset/164796,二進位,1,1,,,,zip
109年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/6/10 上午 11:41:10,https://odportal.tw/dataset/jovFjLbs,https://data.gov.tw/dataset/120045,真資料,12,2,,114,,json
109年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/12/30 下午 02:33:20,https://odportal.tw/dataset/cFkadbf0,https://data.gov.tw/dataset/120042,真資料,12,2,,344,,json;text
109年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/8/19 下午 02:58:33,https://odportal.tw/dataset/PGVRc1Qq,https://data.gov.tw/dataset/120039,真資料,12,2,,342,,json;text
109年臺東縣原住民文化健康站,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/5/20 上午 11:08:13,https://odportal.tw/dataset/rYR_zsMK,https://data.gov.tw/dataset/165791,真資料,1,1,,71,,text
109年臺東縣原住民族家庭服務中心,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/5/20 上午 11:06:35,https://odportal.tw/dataset/vE0nfHPZ,https://data.gov.tw/dataset/165762,真資料,1,1,,16,,text
110年公務人員特種考試外交領事人員及外交行政人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/27 下午 04:13:53,https://odportal.tw/dataset/lzLNIYVt,https://data.gov.tw/dataset/164782,二進位,1,1,,,,zip
110年原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/27 下午 04:15:10,https://odportal.tw/dataset/pbj2DMkP,https://data.gov.tw/dataset/164783,二進位,1,1,,,,zip
110年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON;CSV,11,OGDL-1.0,2025/6/10 上午 11:41:23,https://odportal.tw/dataset/PLcp8KuG,https://data.gov.tw/dataset/136924,真資料,11,2,,114,,json
110年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,10,OGDL-1.0,2025/12/30 上午 11:56:03,https://odportal.tw/dataset/TR6J0GTs,https://data.gov.tw/dataset/136922,真資料,10,2,,344,,json;text
110年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,10,OGDL-1.0,2025/8/19 下午 03:04:52,https://odportal.tw/dataset/nOhKcX04,https://data.gov.tw/dataset/136919,真資料,10,2,,342,,json;text
111-112年玉山國家公園南部園區原住民狩獵自主管理機制規劃案,政府開放資料平臺,,ZIP,1,OGDL-1.0,2026/4/24 下午 03:00:01,https://odportal.tw/dataset/7tOkqVni,https://data.gov.tw/dataset/175893,二進位,1,1,,,,zip
111年公務人員特種考試外交領事人員及外交行政人員考試、國際經濟商務人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/18 上午 09:24:19,https://odportal.tw/dataset/uBmrVeO5,https://data.gov.tw/dataset/166752,二進位,1,1,,,,zip
111年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/18 上午 09:25:26,https://odportal.tw/dataset/i1rm-feO,https://data.gov.tw/dataset/164812,二進位,1,1,,,,zip
111年直轄市山地原住民區民代表選舉政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,2,OGDL-1.0,2023/5/18 下午 02:25:32,https://odportal.tw/dataset/-rzJdDTW,https://data.gov.tw/dataset/162467,二進位,2,2,,,,zip
111年直轄市山地原住民區民代表選舉第1次賸餘政治獻金會計報告書,政府開放資料平臺,,ZIP,1,OGDL-1.0,2025/2/24 下午 02:36:44,https://odportal.tw/dataset/BcQZdNXl,https://data.gov.tw/dataset/168930,二進位,1,1,,,,zip
111年直轄市山地原住民區長選舉政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,3,OGDL-1.0,2023/7/27 下午 03:53:05,https://odportal.tw/dataset/xIcF2sGa,https://data.gov.tw/dataset/164267,二進位,3,2,,,,zip
111年度臺中市原住民族部落大學彙編原住民族傳統文化教材,政府開放資料平臺,,PDF,9,OGDL-1.0,2026/7/15 上午 09:25:10,https://odportal.tw/dataset/ccb0QYTx,https://data.gov.tw/dataset/178075,二進位,9,2,Sr73fVnJ,,,pdf
111年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,24,OGDL-1.0,2025/6/10 上午 11:44:36,https://odportal.tw/dataset/kEBb8SFe,https://data.gov.tw/dataset/148481,真資料,24,2,,114,,text
111年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,24,OGDL-1.0,2025/12/30 下午 12:02:29,https://odportal.tw/dataset/G3gfGLPf,https://data.gov.tw/dataset/164021,真資料,24,2,,344,,json;text
111年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,24,OGDL-1.0,2025/8/19 下午 03:13:43,https://odportal.tw/dataset/IaPVBsfe,https://data.gov.tw/dataset/148477,真資料,24,2,,342,,json;text
112年公務人員特種考試外交領事人員及外交行政人員考試、國際經濟商務人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/15 下午 03:34:52,https://odportal.tw/dataset/Y-dWEGBO,https://data.gov.tw/dataset/166053,二進位,1,1,,,,zip
112年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/15 下午 03:45:47,https://odportal.tw/dataset/92ey6H4b,https://data.gov.tw/dataset/166639,二進位,1,1,,,,zip
112年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON;CSV,18,OGDL-1.0,2025/6/10 上午 11:46:12,https://odportal.tw/dataset/KfI8OPwb,https://data.gov.tw/dataset/161429,真資料,18,2,,114,,json;text
112年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/12/30 下午 02:44:49,https://odportal.tw/dataset/-2xZhuU7,https://data.gov.tw/dataset/161427,真資料,12,2,,344,,json;text
112年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2025/8/19 下午 03:21:19,https://odportal.tw/dataset/dTSnHZwM,https://data.gov.tw/dataset/161424,真資料,12,2,,342,,json;text
112年澎湖縣馬公市各里　現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;XML;JSON,3,OGDL-1.0,2026/8/7 下午 04:28:37,https://odportal.tw/dataset/Dc4Z7sB0,https://data.gov.tw/dataset/160890,失效,3,2,,,,
113年內政部「殯葬設施量能提升計畫」補助原住民族地區內容,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/19 下午 11:54:11,https://odportal.tw/dataset/naMvi7El,https://data.gov.tw/dataset/170706,真資料,1,1,,12,,text
113年公務人員特種考試外交領事人員及外交行政人員考試、國際經濟商務人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2024/10/23 下午 02:48:15,https://odportal.tw/dataset/XwkrYkfh,https://data.gov.tw/dataset/171248,二進位,1,1,,,,zip
113年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2024/12/27 上午 10:55:44,https://odportal.tw/dataset/i7ej9mOv,https://data.gov.tw/dataset/172211,二進位,1,1,,,,zip
113年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON;CSV,24,OGDL-1.0,2025/6/10 上午 11:36:47,https://odportal.tw/dataset/s9k8Rfqc,https://data.gov.tw/dataset/172997,真資料,24,2,,114,,json
113年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,22,OGDL-1.0,2025/12/30 下午 02:24:06,https://odportal.tw/dataset/miePgGfe,https://data.gov.tw/dataset/172186,真資料,22,2,,344,,json;text
113年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,16,OGDL-1.0,2025/8/19 下午 03:29:33,https://odportal.tw/dataset/PL1u0o5k,https://data.gov.tw/dataset/169516,真資料,16,2,,342,,json;text
113年澎湖縣馬公市各里現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;XML;JSON,3,OGDL-1.0,2026/8/7 下午 04:29:22,https://odportal.tw/dataset/_ikLF8R6,https://data.gov.tw/dataset/167636,失效,3,2,,,,
113學年度連江縣高級中等學校原住民學生數,政府開放資料平臺,,ODS,1,OGDL-1.0,2025/6/23 上午 09:42:18,https://odportal.tw/dataset/85Xxoq_y,https://data.gov.tw/dataset/173837,二進位,1,1,,,,zip
113學年度連江縣國民小學原住民學生數,政府開放資料平臺,,ODS,1,OGDL-1.0,2025/6/23 上午 09:50:17,https://odportal.tw/dataset/-tI7D5JO,https://data.gov.tw/dataset/173840,二進位,1,1,,,,zip
113學年度連江縣國民中學原住民學生數,政府開放資料平臺,,ODS,1,OGDL-1.0,2025/6/23 上午 10:01:38,https://odportal.tw/dataset/SsipAneL,https://data.gov.tw/dataset/173844,二進位,1,1,,,,zip
114年公務人員特種考試外交領事人員及外交行政人員考試、國際經濟商務人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2025/10/21 下午 02:59:11,https://odportal.tw/dataset/QsRjmqJR,https://data.gov.tw/dataset/175217,二進位,1,1,,,,zip
114年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2025/11/28 下午 02:44:37,https://odportal.tw/dataset/pNGOKyDW,https://data.gov.tw/dataset/175834,二進位,1,1,,,,zip
114年原住民族家庭服務中心通訊錄,政府開放資料平臺,,XLSX,1,OGDL-1.0,2025/3/17 上午 08:56:22,https://odportal.tw/dataset/maU_SKA2,https://data.gov.tw/dataset/173107,二進位,1,1,,,,zip
115年3月基隆市原住民人口按性別及年齡,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/1 下午 04:07:51,https://odportal.tw/dataset/nwim_qrm,https://data.gov.tw/dataset/59130,真資料,1,1,,98,,text
115年3月基隆市原住民人口按性別及族別,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/1 下午 04:08:46,https://odportal.tw/dataset/_c74ChWr,https://data.gov.tw/dataset/59131,真資料,1,1,,98,,text
115年3月基隆市現住原住民人數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/1 下午 04:07:07,https://odportal.tw/dataset/QRbT1yib,https://data.gov.tw/dataset/59129,真資料,1,1,,11,,text
115年5月基隆市原住民人口按性別及年齡資料,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/2 上午 10:32:05,https://odportal.tw/dataset/JcVxnhZE,https://data.gov.tw/dataset/177513,真資料,1,1,,98,,text
115年5月基隆市原住民人口按性別及族別,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/2 上午 11:09:59,https://odportal.tw/dataset/FGpauwaV,https://data.gov.tw/dataset/177515,真資料,1,1,,98,,text
115年7月基隆市現住原住民人數資料,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/8/3 下午 04:52:02,https://odportal.tw/dataset/AMKE7vFP,https://data.gov.tw/dataset/177512,真資料,1,1,,11,,text
115年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON;CSV,2,OGDL-1.0,2026/7/13 上午 11:32:35,https://odportal.tw/dataset/7w38Adgm,https://data.gov.tw/dataset/176716,真資料,2,2,,114,,json;text
115年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,JSON;CSV,2,OGDL-1.0,2026/7/13 上午 09:42:40,https://odportal.tw/dataset/ORNJfLIb,https://data.gov.tw/dataset/176715,真資料,2,2,,456,,json;text
115年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,JSON;CSV,2,OGDL-1.0,2026/7/13 上午 11:55:51,https://odportal.tw/dataset/94E3LTYK,https://data.gov.tw/dataset/176714,真資料,2,2,,114,,json;text
15歲以上現住原住民人口數按性別、原住民身分及教育程度分,政府開放資料平臺,,CSV;JSON,11,OGDL-1.0,2026/3/6 下午 12:51:01,https://odportal.tw/dataset/azwsWhgS,https://data.gov.tw/dataset/32942,真資料,11,2,,3199,,json;text
30220-01-02-2 臺中市山地平地原住民人口數－按民族別分,政府開放資料平臺,,JSON,12,OGDL-1.0,2026/6/23 上午 08:45:46,https://odportal.tw/dataset/QcMS2RLO,https://data.gov.tw/dataset/90456,真資料,12,3,f_K5Lymm,637,,json
30220-01-03-2 臺中市山地平地原住民年齡分配,政府開放資料平臺,,JSON,12,OGDL-1.0,2026/6/23 上午 08:45:40,https://odportal.tw/dataset/g1Fyz9ew,https://data.gov.tw/dataset/90458,真資料,12,3,AN9IhDpz,634,,json
30220-01-04-2 臺中市山地平地原住民婚姻狀況,政府開放資料平臺,,JSON;CSV;XML,21,OGDL-1.0,2026/6/23 上午 08:45:42,https://odportal.tw/dataset/QvtaPK5m,https://data.gov.tw/dataset/90459,真資料,21,3,uzKBIy0Z,112,,json
30220-02-02-2 臺中市原住民學前教育及兒童托育補助情形,政府開放資料平臺,,JSON;CSV;XML,39,OGDL-1.0,2026/3/18 下午 04:59:01,https://odportal.tw/dataset/Fu5aYA8p,https://data.gov.tw/dataset/115897,真資料,39,4,m30FZzQ6,12,,json
30220-02-04-2 臺中市原住民終身學習及文化社教活動辦理情形,政府開放資料平臺,,JSON;CSV;XML,30,OGDL-1.0,2026/3/18 下午 05:02:17,https://odportal.tw/dataset/QRkPo9iQ,https://data.gov.tw/dataset/90460,真資料,30,4,DcfyOg5t,6,,json
30220-02-05-2 臺中市原住民民俗文化及社會教育活動補助情形,政府開放資料平臺,,JSON;CSV;XML,15,OGDL-1.0,2026/3/18 下午 04:43:00,https://odportal.tw/dataset/Sq_xUyG1,https://data.gov.tw/dataset/90461,真資料,15,3,atTYLqg8,12,,json
30220-02-06-2 臺中市原住民專門人才獎勵情形,政府開放資料平臺,,JSON;CSV;XML,18,OGDL-1.0,2026/6/23 上午 06:55:16,https://odportal.tw/dataset/lk8Fz3Ys,https://data.gov.tw/dataset/90462,真資料,18,3,nPS9gRu_,5,,json
30220-09-01-2 臺中市輔導原住民職業訓練及就業服務統計,政府開放資料平臺,,JSON;CSV;XML,222,OGDL-1.0,2026/6/23 上午 08:57:52,https://odportal.tw/dataset/42CBXDhy,https://data.gov.tw/dataset/90463,真資料,222,4,1Pbdw_hR,13,,json
30220-09-02-2 臺中市原住民族綜合發展基金貸款統計,政府開放資料平臺,,JSON;CSV;XML,21,OGDL-1.0,2026/6/23 上午 08:57:25,https://odportal.tw/dataset/lv3OgCC7,https://data.gov.tw/dataset/90464,真資料,21,3,-4iktwLd,6,,json
30439-90-02-2 臺中市政府所屬各機關、學校原住民人員進用情形,政府開放資料平臺,,JSON;CSV,12,OGDL-1.0,2026/6/21 上午 10:48:48,https://odportal.tw/dataset/4ZtdJm2z,https://data.gov.tw/dataset/86911,真資料,12,3,8YlIoO1C,6,,json
